Kanji,Reading,Meaning,Japanese Example,English Example
当たる,あたる,"to be hit, to be successful",的に矢が当たる。,The arrow hits the target.
あちこち,あちこち,here and there,旅行中、あちこちへ行った。,"During the trip, I went here and there."
扱う,あつかう,"to treat, to handle, to deal with",難しい問題をうまく扱う。,Handle difficult problems skillfully.
集まり,あつまり,"gathering, meeting, collection",友達と集まりを開く。,Organize a gathering with friends.
当てる,あてる,to hit; to apply to,的に的中させる。,Hit the target accurately.
跡,あと,trace; remains; scar,犬が庭に掘った跡がある。,There are traces of a dog digging in the yard.
穴,あな,hole,地面に穴を掘る。,Dig a hole in the ground.
油,あぶら,oil,揚げ物に油を使う。,Use oil for frying.
脂,あぶら,fat,動物の脂が多い食べ物。,Food rich in animal fat.
誤り,あやまり,error,試験で誤りを犯した。,Made a mistake on the test.
粗,あら,"defect, flaw, fault",品質が粗い商品。,A product with poor quality.
嵐,あらし,storm,突然、大きな嵐がやってきた。,"Suddenly, a big storm came."
争う,あらそう,"to dispute, to argue, to fight",意見が合わず争うことがある。,There are times when opinions differ and lead to conflict.
新た,あらた,"new, fresh",新たな挑戦に取り組む。,Take on a new challenge.
あらゆる,あらゆる,"all, every",あらゆる角度から検討する。,Consider from all angles.
表す,あらわす,"to express, to show",感謝の気持ちを言葉で表す。,Express gratitude in words.
現す,あらわす,"to show, to appear, to reveal",真実を現す証拠。,Evidence that reveals the truth.
著す,あらわす,"to write, to publish",著名な本を出版する。,Publish a distinguished book.
現れ,あらわれ,"expression, indication, sign",驚きが現れる表情。,An expression showing surprise.
現れる,あらわれる,"to appear (v.i.), to become visible; to express",夢で亡くなった人が現れる。,A person who passed away appears in a dream.
ありがとう,ありがとう,Thank you,サポートしてくれてありがとう。,Thank you for your support.
在る; 有る,ある,"to live, to be, to exist",森の中に古代の廃墟が在る。,There are ancient ruins in the forest.
或,ある,"a certain..., some...",某所に終業式が行われる。,The closing ceremony is held at a certain location.
あるいは,あるいは,"or, perhaps",映画かテレビあるいはラジオを見る。,"Watch a movie, TV, or listen to the radio."
アルバム,アルバム,album,友達と共に写真のアルバムを作る。,Create a photo album with friends.
泡,あわ,"bubble, foam",お風呂に入ると、泡が立つ。,"When you get in the bath, bubbles form."
合わせる,あわせる,to combine,2つの要素を合わせて新商品を作る。,Combine two elements to create a new product.
慌てる,あわてる,to become confused、to panic,急ぎすぎて慌ててしまった。,I rushed too much and panicked.
哀れ,あわれ,"helpless, pity, pathetic",貧しい老人の姿に哀れみを感じる。,Feel pity for the appearance of a poor old man.
案,あん,"plan, scheme, proposal",新しい提案を出す。,Make a new proposal.
案外,あんがい,unexpectedly,彼の実力は案外高かった。,His ability was unexpectedly high.
暗記,あんき,"memorization, learning by heart",試験のために言葉を暗記する。,Memorize words for the exam.
安定,あんてい,"stability, equilibrium",組織内での安定を維持する。,Maintain stability within the organization.
あんなに,あんなに,"to that extent, to that degree",あんなに大きい建物を見たことがない。,I have never seen such a big building.
あんまり,あんまり,"not very, not much",あんまり食べないでね。,Please do not eat too much.
胃,い,stomach,胃が痛いです。,My stomach hurts.
委員,いいん,committee member,委員会で議論が熱い。,The discussion is intense in the committee.
意外,いがい,"unexpected, surprising",意外な結果が出た。,An unexpected result came out.
行き,いき,going,行き先を考えています。,I am thinking about my destination.
行き,ゆき,going,行き先を考えています。,I am thinking about my destination.
息,いき,breath,深呼吸をして息を整える。,Take a deep breath to regulate your breathing.
勢い,いきおい,"force, vigor, momentum",彼の行動力には勢いがある。,He has momentum in his actions.
生き物,いきもの,"living thing, creature",いろいろな生き物が見られる。,Various living creatures can be seen.
いけない,いけない,"must not do, bad, wrong",いけないことをしてしまった。,I did something I shouldn't have.
医師,いし,"doctor, physician",私の父は医師です。,My father is a doctor.
意思,いし,"intention, purpose",彼の意思を尊重すべきだ。,We should respect his intentions.
意志,いし,"will, volition",彼は強い意志を持っている。,He has a strong will.
維持,いじ,"maintenance, preservation",施設の維持に力を入れている。,They are focusing on the maintenance of the facility.
意識,いしき,"consciousness, senses",彼は意識が朦朧としていた。,He was conscious but unclear.
異常,いじょう,"strangeness, abnormality, disorder",機械の動作に異常が見られる。,Abnormalities are observed in the machine's operation.
意地悪,いじわる,"malicious, mean, unkind",意地悪な噂が広まった。,Malicious rumors spread.
泉,いずみ,"spring, fountain",森の奥に泉が湧いている。,A spring is bubbling in the depths of the forest.
いずれ,いずれ,"where, which, who",いずれ結果は明らかになるだろう。,The result will become clear eventually.
以前,いぜん,in the past; before,事故以前は平穏な日々だった。,"Before the accident, it was peaceful days."
板,いた,"board, plank",板を使って本を作ります。,We will make a book using boards.
