Kanji,Reading,Meaning,Japanese Example,English Example
お休み,おやすみ,"holiday, absence; (exp.) Good night",明日はお休みを頂きます。,I will take a day off tomorrow.
おやつ,おやつ,"between meal snack, afternoon refreshment",おやつにチョコレートを食べた。,I had chocolate as an afternoon snack.
親指,おやゆび,thumb,親指でボタンを押してください。,Please press the button with your thumb.
オルガン,オルガン,organ,教会には美しいオルガンがある。,The church has a beautiful organ.
御～,おん～,honorific ~,御父様のご趣味を存じません。,I don't know about your father's hobbies.
恩恵,おんけい,"blessing, benefit",その奨学金は大きな恩恵だった。,That scholarship was a great benefit.
温室,おんしつ,greenhouse,春は温室で色々な花が咲く。,Various flowers bloom in the greenhouse in spring.
温泉,おんせん,"spa, hot spring",冬に温泉旅行に行きたい。,I want to go on a hot spring trip in winter.
温帯,おんたい,temperate zone,南国は温帯の気候である。,Tropical regions have a temperate climate.
御中,おんちゅう,Messrs.,株主各位御中の回答をお待ちしています。,We await the responses of all shareholders.
女の人,おんなのひと,woman,女の人が店の前で花を買っていた。,The woman was buying flowers in front of the store.
蚊,か,mosquito,夏になると蚊がたくさんでる。,"In summer, many mosquitoes come out."
カーブ,カーブ,curve; curve ball (baseball),カーブボールを投げる投手は上手い。,The pitcher who throws a curveball is skilled.
貝,かい,"shell, shellfish",貝殻を集めて海の音を聞いた。,I collected shells and listened to the sound of the sea.
外～,がい～,"foreign ~, outside ~",外国人の方向けの案内を準備しました。,We have prepared guidance for foreigners.
開会,かいかい,opening of a meeting,会議の開会が遅れています。,The opening of the meeting is delayed.
会館,かいかん,"meeting hall, assembly hall",市民会館でコンサートが開かれた。,A concert was held at the civic hall.
改札,かいさつ,examination of tickets,改札口で切符を通さなければなりません。,You must pass through the ticket gate.
解散,かいさん,"breakup, dissolution",劇団は解散することになった。,The theater troupe decided to disband.
海水浴,かいすいよく,"sea bathing, seawater bath",海水浴に行くためにビーチに訪れた。,I visited the beach to go sea bathing.
回数,かいすう,"number of times, frequency",ジムで運動をする回数を増やした。,I increased the number of times I exercise at the gym.
回数券,かいすうけん,book of tickets,バスに乗るための回数券を買った。,I bought a book of tickets for the bus.
改正,かいせい,"revision, amendment, alteration",法律の改正が国会で議論された。,The amendment of the law was discussed in the parliament.
快晴,かいせい,good weather,この地域は快晴が続いている。,The weather has been clear in this area.
解説,かいせつ,"explanation, commentary",教科書の難しい部分を解説してくれた。,They explained the difficult parts of the textbook.
改造,かいぞう,remodeling,この地区の再開発によって街は改造された。,The town was remodeled through the redevelopment of this district.
開通,かいつう,"opening, open",新しいトンネルが開通した。,The new tunnel has been opened.
回転,かいてん,"rotation, turning",宇宙ステーションが回転している。,The space station is rotating.
解答,かいとう,"answer, solution",数学の問題に正しい解答を出す。,Give the correct answer to the math problem.
回答,かいとう,"reply, answer",質問には誠実な回答をするべきだ。,One should give sincere answers to questions.
外部,がいぶ,"the outside, external",この機械は外部からの影響を受けやすい。,This machine is easily influenced by external factors.
解放,かいほう,"release, liberation, emancipation",解放された国々が新たな道を歩み始めた。,The liberated countries started a new path.
開放,かいほう,"open, throw open, liberalization",公園は一般に開放されている。,The park is generally open to the public.
海洋,かいよう,ocean,彼らは海洋で泳いでいる。,They are swimming in the ocean.
概論,がいろん,"introduction, general remark",その講義は概論を含んでいる。,The lecture includes an introduction.
却って,かえって,"on the contrary, rather",予想とは却って反対のことが起こった。,"On the contrary, the opposite of what was expected happened."
家屋,かおく,"house, building",この地域にはたくさんの家屋がある。,There are many houses in this area.
係わる,かかわる,"to concern oneself in, to be involved in",彼女はその問題に深く係わっている。,She is deeply involved in the issue.
書留,かきとめ,registered mail,重要な書類を書留で送る。,Send important documents by registered mail.
書取,かきとり,dictation,先生が生徒に書取を課す。,The teacher assigns dictation to the students.
垣根,かきね,hedge,庭には綺麗な垣根がある。,There is a beautiful hedge in the garden.
限り,かぎり,"limit(s), as far as possible",力の限り努力する。,Make every effort to the best of your ability.
各～,かく～,"every ~, each ~",各国の代表が集まる。,Representatives from each country gather.
架空,かくう,"imaginary, fiction, fanciful",架空の世界に没入する。,Immerse yourself in a fictional world.
各自,かくじ,"individual, each",各自の都合に合わせてください。,Please adjust according to each individual's schedule.
拡充,かくじゅう,expansion,その団体は活動を拡充する計画を立てた。,The organization made a plan to expand its activities.
学術,がくじゅつ,"science, learning, scholarship",学術研究に取り組む。,Engage in academic research.
各地,かくち,various parts of the country,各地で地震が発生した。,Earthquakes occurred in various parts of the country.
拡張,かくちょう,"expansion, extension",近代化に向けて都市を拡張する。,Expand the city for modernization.
角度,かくど,angle,直角度は90度である。,A right angle measures 90 degrees.
学年,がくねん,"year in school, grade in school",高校3年生の学年合唱コンクール。,High school third-year students' grade-level choir competition.
学部,がくぶ,"department of a university undergraduate (course, program, etc.)",医学部に進学する。,Advance to the medical school department.
格別,かくべつ,exceptional,彼の演技は格別だ。,His performance is exceptional.
確率,かくりつ,probability,事故に巻き込まれる確率を下げる。,Reduce the probability of being involved in an accident.
学力,がくりょく,"scholarship, knowledge",学力を向上させるために頑張る。,Work hard to improve academic knowledge.
掛け算,かけざん,multiplication,掛け算のテストを受ける。,Take a multiplication test.
かけざん,かけざん,multiplication,None,None
可決,かけつ,"approval, adoption (e.g., motion, bill), passage",提案は全員の賛成で可決された。,The proposal was approved unanimously.
火口,かこう,crater (of a volcano),その火口から煙が立ち上がった。,Smoke rose from the volcano's crater.
